title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
Moderne 1.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,1730.0,1.5,53.6,Seestrasse 143,8600,Dübendorf,47.393561,8.619726,Privat
Moderne 2.5-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,2350.0,2.5,75.5,Gloriastrasse 62,8600,Dübendorf,47.399378,8.618596,Helvetia Immobilien
Moderne 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.",3490.0,4.0,115.9,Regensbergstrasse 53,8045,Zürich,47.36678,8.512944,Helvetia Immobilien
Geräumige 3-Zimmer-Wohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht.,2400.0,3.0,96.5,Regensbergstrasse 111,8400,Winterthur,47.503083,8.728336,Helvetia Immobilien
Voll möblierte 1-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",990.0,1.0,30.5,Weinbergstrasse 48,8180,Bülach,47.528127,8.544772,UBS Real Estate
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar.",3690.0,3.5,91.6,Rosengartenstrasse 39,8001,Zürich,47.380319,8.537064,Livit AG
Geräumige 2-Zimmer-Wohnung in Bassersdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,1340.0,2.0,49.5,Mythenquai 60,8303,Bassersdorf,47.443734,8.631329,Comparis
Zentral gelegene 3.5-Zimmer-Wohnung – Dietikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel.",2080.0,3.5,70.8,Josefstrasse 96,8953,Dietikon,47.398072,8.401929,Privat
Helle 2.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,2310.0,2.5,66.3,Langstrasse 105,8004,Zürich,47.375544,8.527237,Privat
Schöne 4.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,5610.0,4.5,146.5,Talstrasse 17,8002,Zürich,47.362127,8.535356,Privat
Renovierte 4.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,3790.0,4.5,120.4,Zürichbergstrasse 104,8045,Zürich,47.369251,8.509548,Helvetia Immobilien
Furnished 3-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",2950.0,3.0,80.3,Langstrasse 134,8037,Zürich,47.395101,8.522731,Procimmo
Renovierte 3.5-Zimmer-Apartment in Kloten,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Balkon mit schöner Aussicht vorhanden.,2480.0,3.5,87.8,Langstrasse 143,8302,Kloten,47.451021,8.584039,UBS Real Estate
Schöne 4-Zimmer-Apartment in Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,2590.0,4.0,94.9,Kirchgasse 78,8604,Volketswil,47.380484,8.691863,Comparis
Geräumige 1.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar.",1570.0,,54.9,Mutschellenstrasse 116,8045,Zürich,47.366921,8.506602,Helvetia Immobilien
Helle 4-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.,3630.0,4.0,104.6,Regensbergstrasse 101,8006,Zürich,47.384263,8.536745,Privat
Helle 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Frisch renoviert und neu gestrichen.",2260.0,3.0,70.5,Mutschellenstrasse 24,8051,Zürich,47.402942,8.566449,ImmoScout24
Renovierte 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2060.0,2.0,67.6,Freiestrasse 93,8006,Zürich,47.388824,8.550351,Homegate
Voll möblierte 3.5-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",3190.0,3.5,80.4,Militärstrasse 86,8057,Zürich,47.407596,8.542924,Homegate
Geräumige 2-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.,1620.0,2.0,62.8,Gloriastrasse 79,8180,Bülach,47.529049,8.545825,ImmoScout24
Renovierte 4-Zimmer-Wohnung in Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position.",3530.0,,140.4,Regensbergstrasse 52,8330,Pfäffikon ZH,47.372981,8.777533,UBS Real Estate
Moderne 3-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",2480.0,3.0,74.5,Bahnhofstrasse 127,8006,Zürich,47.390332,8.541414,ImmoScout24
Helle 4.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,3310.0,4.5,107.1,Bahnhofstrasse 63,8047,Zürich,47.385465,,Comparis
Moderne 3.5-Zimmer-Wohnung in Urdorf,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.",3000.0,3.5,117.0,Birmensdorferstrasse 90,8902,Urdorf,47.381409,8.42168,ImmoScout24
Moderne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",3630.0,4.0,119.2,Birmensdorferstrasse 28,8049,Zürich,47.39332,8.490488,Helvetia Immobilien
Renovierte 1-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden.,1120.0,1.0,40.8,Quellenstrasse 117,8706,Meilen,47.267005,8.654992,Wincasa AG
Furnished 2-room Wohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung.,2090.0,2.0,55.0,Neptunstrasse 98,8045,Zürich,47.368369,8.50127,Comparis
Renovierte 5-Zimmer-Apartment in Urdorf,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel.,3790.0,5.0,143.1,Weinbergstrasse 71,8902,Urdorf,47.384042,,Homegate
Geräumige 4.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Modernes Bad mit Dusche und Badewanne.,4630.0,4.5,128.7,Schaffhauserstrasse 147,8032,Zürich,47.367448,8.550991,Livit AG
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,3370.0,3.5,,Zürichbergstrasse 82,8032,Zürich,47.363192,8.545228,UBS Real Estate
Renovierte 3-Zimmer-Wohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht.,2190.0,3.0,82.2,Zentralstrasse 127,8820,Wädenswil,47.224165,8.676828,Homegate
Zentral gelegene 4-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden.",3010.0,4.0,96.7,Mutschellenstrasse 31,8047,Zürich,47.394613,8.499408,Wincasa AG
Moderne 4-Zimmer-Mietwohnung in Embrach,"Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",2380.0,4.0,85.9,Talstrasse 3,8424,Embrach,47.499416,8.593991,Helvetia Immobilien
Geräumige 2.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2210.0,2.5,84.2,Badenerstrasse 2,8046,Zürich,47.4265,8.518693,Homegate
Zentral gelegene 1.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.",1550.0,1.5,,Quellenstrasse 50,8002,Zürich,47.356815,8.534503,UBS Real Estate
Helle 1.5-Zimmer-Mietwohnung – Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,1120.0,1.5,48.3,Albisriederstrasse 118,8330,Pfäffikon ZH,47.37389,8.775399,Livit AG
1.5-Zimmer-Mietwohnung in Schlieren,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.",1400.0,1.5,51.8,Badenerstrasse 143,8952,Schlieren,47.39636,8.449681,Livit AG
Geräumige 3-Zimmer-Apartment in Dübendorf,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2200.0,3.0,74.9,Seestrasse 87,8600,Dübendorf,47.394131,8.618223,Procimmo
Geräumige 5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,3710.0,5.0,126.0,Quellenstrasse 30,8048,Zürich,47.383069,8.484337,UBS Real Estate
Zentral gelegene 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,2360.0,3.0,81.3,Bellerivestrasse 96,8048,Zürich,47.386508,8.476311,Homegate
Renovierte 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel.,2740.0,3.0,80.4,Aargauerstrasse 24,8057,Zürich,47.410003,8.547433,Wincasa AG
Zentral gelegene 2.5-Zimmer-Apartment – Uster,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,1990.0,2.5,74.4,Josefstrasse 135,8610,Uster,47.349625,8.723759,Comparis
Schöne 2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,1690.0,2.0,56.3,Talstrasse 10,8046,Zürich,47.43635,8.5158,Homegate
2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,1870.0,2.0,64.0,Forchstrasse 86,8046,Zürich,47.429273,8.516384,Livit AG
Moderne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,2950.0,4.0,100.4,Talstrasse 83,8064,Zürich,47.387442,8.491562,Livit AG
2.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2290.0,2.5,68.0,Albisriederstrasse 41,8051,Zürich,47.400926,8.573312,Wincasa AG
Geräumige 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden.,2850.0,3.5,80.3,Badenerstrasse 70,8003,Zürich,47.37135,8.519968,Wincasa AG
3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Grosszügiger Keller inklusive. Schöne Aussicht auf die Umgebung.,3860.0,3.5,107.0,Freiestrasse 13,8006,Zürich,47.388659,8.538669,ImmoScout24
Geräumige 3-Zimmer-Wohnung in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.,2130.0,3.0,77.0,Zürichbergstrasse 101,8134,Adliswil,47.316343,8.523731,Wincasa AG
Geräumige 2-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung.",2090.0,2.0,60.9,Hohlstrasse 86,8037,Zürich,47.396844,8.527134,Comparis
Schöne 2.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",2120.0,2.5,69.5,Forchstrasse 120,8047,Zürich,47.385055,8.498573,Livit AG
Geräumige 3.5-Zimmer-Wohnung in Dietikon,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.",2610.0,3.5,113.4,Neptunstrasse 101,8953,Dietikon,47.403667,8.404403,UBS Real Estate
3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.,2720.0,3.0,84.8,Seestrasse 17,8057,Zürich,47.405776,8.545148,Comparis
Zentral gelegene 4-Zimmer-Mietwohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,3310.0,,125.6,Schaffhauserstrasse 104,8400,Winterthur,47.502978,8.738371,Procimmo
Moderne 1.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,1700.0,1.5,49.7,Gloriastrasse 62,8005,Zürich,47.381791,8.5175,Procimmo
Voll möblierte 2.5-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung.",2240.0,2.5,77.8,Zürichbergstrasse 146,8902,Urdorf,47.384341,8.42092,ImmoScout24
3-Zimmer-Mietwohnung in Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar.,2150.0,3.0,77.0,Mutschellenstrasse 84,8604,Volketswil,47.376436,8.686592,ImmoScout24
Geräumige 3.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.,2920.0,3.5,109.8,Jupiterstrasse 84,8600,Dübendorf,47.395031,8.612871,Homegate
Renovierte 4.5-Zimmer-Apartment in Embrach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen.,2440.0,4.5,98.8,Albisriederstrasse 39,8424,Embrach,47.499447,8.602959,Wincasa AG
Möblierte Mietwohnung – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung.,2300.0,2.5,76.0,Hohlstrasse 146,8047,Zürich,47.386123,8.502747,Helvetia Immobilien
3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.",2490.0,3.0,81.8,Kirchgasse 33,8064,Zürich,47.384134,8.494745,ImmoScout24
Furnished 3-room Wohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive.,3590.0,3.0,81.5,Bucheggstrasse 8,8002,Zürich,47.357665,8.538116,Procimmo
Moderne 2-Zimmer-Mietwohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,1410.0,2.0,48.6,Jupiterstrasse 112,8406,Winterthur,,8.737065,Procimmo
Helle 3-Zimmer-Wohnung – Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht.",1980.0,3.0,77.6,Neptunstrasse 107,8330,Pfäffikon ZH,47.37094,8.783988,Homegate
Furnished 2-room Mietwohnung in Küsnacht,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.,2190.0,2.0,50.4,Albisriederstrasse 125,8700,Küsnacht,47.315869,8.580006,Procimmo
Moderne 3.5-Zimmer-Mietwohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive.,2250.0,3.5,80.8,Mutschellenstrasse 109,8820,Wädenswil,47.226743,8.676809,Wincasa AG
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,3440.0,3.5,116.4,Mythenquai 48,8045,Zürich,47.36675,8.512683,Livit AG
Helle 5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung.,3420.0,5.0,106.8,Gloriastrasse 140,8048,Zürich,47.384546,,Wincasa AG
