title,description,price_chf,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher,distance_to_zurich_center,furnished,parking,rooms_per_sqm
Schöne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.,2270.0,3.0,74.3,Albisriederstrasse 25,8051,Zürich,47.397314,8.568916,Privat,3.06,0,0,0.04037685060565276
2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht.,2130.0,2.5,65.0,Mythenquai 66,8051,Zürich,47.403753,8.565238,Wincasa AG,3.47,0,1,0.038461538461538464
Zentral gelegene 2.5-Zimmer-Apartment – Wetzikon,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,1850.0,2.5,70.5,Josefstrasse 45,8620,Wetzikon,47.323329,8.800198,Livit AG,20.36,0,1,0.03546099290780142
3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,2640.0,3.5,97.9,Langstrasse 148,8049,Zürich,47.397983,8.504383,ImmoScout24,3.66,0,0,0.035750766087844735
Furnished 1-room Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.",1260.0,1.0,35.8,Mythenquai 3,8047,Zürich,47.382785,8.502099,Comparis,3.05,1,0,0.02793296089385475
Möblierte Apartment – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,2280.0,2.0,57.9,Forchstrasse 57,8006,Zürich,47.393646,8.551958,ImmoScout24,2.02,1,0,0.03454231433506045
3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,3580.0,3.0,96.3,Josefstrasse 147,8008,Zürich,47.355673,8.561448,Procimmo,2.79,0,1,0.03115264797507788
Renovierte 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",2470.0,3.0,77.3,Regensbergstrasse 35,8045,Zürich,47.361582,8.507777,Helvetia Immobilien,3.07,0,1,0.0388098318240621
Helle 3.5-Zimmer-Wohnung – Urdorf,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht.,2160.0,3.5,82.0,Bellerivestrasse 63,8902,Urdorf,47.379455,8.426566,ImmoScout24,8.67,0,0,0.042682926829268296
Helle 4-Zimmer-Apartment – Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2620.0,4.0,89.7,Gloriastrasse 109,8330,Pfäffikon ZH,47.372999,8.778255,Livit AG,17.82,0,0,0.04459308807134894
Zentral gelegene 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2490.0,3.5,89.3,Militärstrasse 90,8051,Zürich,47.384790499999994,8.570552,Homegate,2.34,0,0,0.03919372900335946
Helle 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,3280.0,3.5,74.2,Mythenquai 52,8002,Zürich,47.35871,8.533172,Privat,2.12,0,1,0.04716981132075471
Helle 2.5-Zimmer-Wohnung – Birmensdorf,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",1940.0,2.5,64.1,Albisriederstrasse 74,8903,Birmensdorf,47.359327,8.424477,Wincasa AG,9.04,0,1,0.0390015600624025
Voll möblierte 3-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.",2690.0,3.0,79.5,Talstrasse 138,8047,Zürich,47.391753,8.504305,Comparis,3.26,1,0,0.03773584905660377
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,3930.0,3.5,114.4,Seestrasse 97,8005,Zürich,47.384367,8.526331,Privat,1.42,0,0,0.030594405594405592
Geräumige 4-Zimmer-Apartment in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.,3840.0,4.0,137.3,Rosengartenstrasse 14,8134,Adliswil,47.305199,8.526042,Livit AG,8.06,0,0,0.0291332847778587
Helle 3.5-Zimmer-Wohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,2370.0,3.5,86.6,Neptunstrasse 28,8404,Winterthur,47.490721,8.727148,ImmoScout24,18.83,0,1,0.04041570438799077
Renovierte 4.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,4730.0,4.5,105.3,Badenerstrasse 125,8001,Zürich,47.378012,8.536457,Helvetia Immobilien,0.41,0,0,0.042735042735042736
Renovierte 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,2730.0,3.0,83.9,Seestrasse 11,8037,Zürich,47.39278,8.526596,Homegate,2.1,0,0,0.03575685339690107
Geräumige 5.5-Zimmer-Apartment in Schlieren,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",4640.0,5.5,169.5,Limmatstrasse 91,8952,Schlieren,47.398302,8.448067,Procimmo,7.44,0,0,0.032448377581120944
Moderne 1.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,1730.0,1.5,53.6,Seestrasse 143,8600,Dübendorf,47.393561,8.619726,Privat,6.16,0,1,0.027985074626865673
Moderne 2.5-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,2350.0,2.5,75.5,Gloriastrasse 62,8600,Dübendorf,47.399378,8.618596,Helvetia Immobilien,6.31,0,0,0.033112582781456956
Moderne 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.",3490.0,4.0,115.9,Regensbergstrasse 53,8045,Zürich,47.36678,8.512944,Helvetia Immobilien,2.44,0,0,0.03451251078515962
Geräumige 3-Zimmer-Wohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht.,2400.0,3.0,96.5,Regensbergstrasse 111,8400,Winterthur,47.503083,8.728336,Helvetia Immobilien,19.85,0,0,0.031088082901554404
Voll möblierte 1-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden.",990.0,1.0,30.5,Weinbergstrasse 48,8180,Bülach,47.528127,8.544772,UBS Real Estate,16.82,1,0,0.03278688524590164
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar.",3690.0,3.5,91.6,Rosengartenstrasse 39,8001,Zürich,47.380319,8.537064,Livit AG,0.52,0,0,0.03820960698689957
Geräumige 2-Zimmer-Wohnung in Bassersdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,1340.0,2.0,49.5,Mythenquai 60,8303,Bassersdorf,47.443734,8.631329,Comparis,10.04,0,0,0.04040404040404041
Zentral gelegene 3.5-Zimmer-Wohnung – Dietikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel.",2080.0,3.5,70.8,Josefstrasse 96,8953,Dietikon,47.398072,8.401929,Privat,10.78,0,0,0.04943502824858757
Helle 2.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,2310.0,2.5,66.3,Langstrasse 105,8004,Zürich,47.375544,8.527237,Privat,1.1,0,0,0.037707390648567124
Renovierte 4.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,3790.0,4.5,120.4,Zürichbergstrasse 104,8045,Zürich,47.369251,8.509548,Helvetia Immobilien,2.57,0,1,0.03737541528239202
Furnished 3-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",2950.0,3.0,80.3,Langstrasse 134,8037,Zürich,47.395101,8.522731,Procimmo,2.48,1,1,0.03735990037359901
Renovierte 3.5-Zimmer-Apartment in Kloten,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Balkon mit schöner Aussicht vorhanden.,2480.0,3.5,87.8,Langstrasse 143,8302,Kloten,47.451021,8.584039,UBS Real Estate,8.84,0,0,0.03986332574031891
Schöne 4-Zimmer-Apartment in Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,2590.0,4.0,94.9,Kirchgasse 78,8604,Volketswil,47.380484,8.691863,Comparis,11.31,0,0,0.04214963119072708
Helle 4-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.,3630.0,4.0,104.6,Regensbergstrasse 101,8006,Zürich,47.384263,8.536745,Privat,0.9,0,0,0.03824091778202677
Helle 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Frisch renoviert und neu gestrichen.",2260.0,3.0,70.5,Mutschellenstrasse 24,8051,Zürich,47.402942,8.566449,ImmoScout24,3.44,0,0,0.0425531914893617
Renovierte 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2060.0,2.0,67.6,Freiestrasse 93,8006,Zürich,47.388824,8.550351,Homegate,1.48,0,1,0.02958579881656805
Voll möblierte 3.5-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",3190.0,3.5,80.4,Militärstrasse 86,8057,Zürich,47.407596,8.542924,Homegate,3.41,1,1,0.04353233830845771
Geräumige 2-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.,1620.0,2.0,62.8,Gloriastrasse 79,8180,Bülach,47.529049,8.545825,ImmoScout24,16.92,0,0,0.03184713375796178
Moderne 3-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",2480.0,3.0,74.5,Bahnhofstrasse 127,8006,Zürich,47.390332,8.541414,ImmoScout24,1.49,0,0,0.040268456375838924
Helle 4.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,3310.0,4.5,107.1,Bahnhofstrasse 63,8047,Zürich,47.385465,8.535243000000001,Comparis,1.07,0,1,0.04201680672268908
Moderne 3.5-Zimmer-Wohnung in Urdorf,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.",3000.0,3.5,117.0,Birmensdorferstrasse 90,8902,Urdorf,47.381409,8.42168,ImmoScout24,9.05,0,0,0.029914529914529916
Moderne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",3630.0,4.0,119.2,Birmensdorferstrasse 28,8049,Zürich,47.39332,8.490488,Helvetia Immobilien,4.27,0,0,0.03355704697986577
Renovierte 1-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden.,1120.0,1.0,40.8,Quellenstrasse 117,8706,Meilen,47.267005,8.654992,Wincasa AG,14.91,0,0,0.02450980392156863
Furnished 2-room Wohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung.,2090.0,2.0,55.0,Neptunstrasse 98,8045,Zürich,47.368369,8.50127,Comparis,3.19,1,0,0.03636363636363636
Renovierte 5-Zimmer-Apartment in Urdorf,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel.,3790.0,5.0,143.1,Weinbergstrasse 71,8902,Urdorf,47.384042,8.535243000000001,Homegate,0.93,0,0,0.03494060097833683
Geräumige 4.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Modernes Bad mit Dusche und Badewanne.,4630.0,4.5,128.7,Schaffhauserstrasse 147,8032,Zürich,47.367448,8.550991,Livit AG,1.26,0,0,0.03496503496503497
Renovierte 3-Zimmer-Wohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht.,2190.0,3.0,82.2,Zentralstrasse 127,8820,Wädenswil,47.224165,8.676828,Homegate,19.81,0,0,0.0364963503649635
Zentral gelegene 4-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden.",3010.0,4.0,96.7,Mutschellenstrasse 31,8047,Zürich,47.394613,8.499408,Wincasa AG,3.74,0,0,0.04136504653567735
Moderne 4-Zimmer-Mietwohnung in Embrach,"Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",2380.0,4.0,85.9,Talstrasse 3,8424,Embrach,47.499416,8.593991,Helvetia Immobilien,14.18,0,1,0.04656577415599534
Geräumige 2.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2210.0,2.5,84.2,Badenerstrasse 2,8046,Zürich,47.4265,8.518693,Homegate,5.78,0,0,0.029691211401425176
Helle 1.5-Zimmer-Mietwohnung – Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,1120.0,1.5,48.3,Albisriederstrasse 118,8330,Pfäffikon ZH,47.37389,8.775399,Livit AG,17.6,0,0,0.031055900621118016
1.5-Zimmer-Mietwohnung in Schlieren,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.",1400.0,1.5,51.8,Badenerstrasse 143,8952,Schlieren,47.39636,8.449681,Livit AG,7.26,0,0,0.02895752895752896
Geräumige 3-Zimmer-Apartment in Dübendorf,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2200.0,3.0,74.9,Seestrasse 87,8600,Dübendorf,47.394131,8.618223,Procimmo,6.07,0,0,0.04005340453938584
Geräumige 5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,3710.0,5.0,126.0,Quellenstrasse 30,8048,Zürich,47.383069,8.484337,UBS Real Estate,4.37,0,0,0.03968253968253968
Zentral gelegene 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,2360.0,3.0,81.3,Bellerivestrasse 96,8048,Zürich,47.386508,8.476311,Homegate,5.04,0,1,0.03690036900369004
Renovierte 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel.,2740.0,3.0,80.4,Aargauerstrasse 24,8057,Zürich,47.410003,8.547433,Wincasa AG,3.71,0,0,0.03731343283582089
Zentral gelegene 2.5-Zimmer-Apartment – Uster,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,1990.0,2.5,74.4,Josefstrasse 135,8610,Uster,47.349625,8.723759,Comparis,14.04,0,0,0.033602150537634407
Schöne 2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,1690.0,2.0,56.3,Talstrasse 10,8046,Zürich,47.43635,8.5158,Homegate,6.89,0,1,0.03552397868561279
2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,1870.0,2.0,64.0,Forchstrasse 86,8046,Zürich,47.429273,8.516384,Livit AG,6.13,0,0,0.03125
Moderne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,2950.0,4.0,100.4,Talstrasse 83,8064,Zürich,47.387442,8.491562,Livit AG,3.95,0,0,0.0398406374501992
2.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2290.0,2.5,68.0,Albisriederstrasse 41,8051,Zürich,47.400926,8.573312,Wincasa AG,3.58,0,1,0.03676470588235294
Geräumige 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden.,2850.0,3.5,80.3,Badenerstrasse 70,8003,Zürich,47.37135,8.519968,Wincasa AG,1.75,0,0,0.043586550435865505
3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Grosszügiger Keller inklusive. Schöne Aussicht auf die Umgebung.,3860.0,3.5,107.0,Freiestrasse 13,8006,Zürich,47.388659,8.538669,ImmoScout24,1.33,0,1,0.03271028037383177
